ID_CLIENTE,SAFRA_REF,PROBABILIDADE_INADIMPLENCIA
8784237149961904,2021-07,0.045601983
8784237149961904,2021-07,0.21650422
8784237149961904,2021-07,0.14060475
8784237149961904,2021-08,0.179918
8784237149961904,2021-08,0.179918
8784237149961904,2021-08,0.16145031
8784237149961904,2021-08,0.24456823
8784237149961904,2021-08,0.17260055
8784237149961904,2021-08,0.1492323
8784237149961904,2021-08,0.1492323
8784237149961904,2021-08,0.1492323
8784237149961904,2021-09,0.1492323
8784237149961904,2021-09,0.16088016
8784237149961904,2021-09,0.20730749
8784237149961904,2021-10,0.1353618
8784237149961904,2021-10,0.19504705
8784237149961904,2021-10,0.20098835
8784237149961904,2021-10,0.1796235
8784237149961904,2021-10,0.16197333
8784237149961904,2021-10,0.16197333
8784237149961904,2021-11,0.16375178
8784237149961904,2021-11,0.13493805
8784237149961904,2021-11,0.13493805
8784237149961904,2021-11,0.15217343
8784237149961904,2021-11,0.1789292
15070048310374146,2021-07,0.30585504
15070048310374146,2021-08,0.3106961
15070048310374146,2021-08,0.3106961
15070048310374146,2021-09,0.25771603
15070048310374146,2021-10,0.27383545
15070048310374146,2021-10,0.25771603
18719614953021044,2021-08,0.44232365
18719614953021044,2021-09,0.41393754
39547025441582855,2021-07,0.94846785
39547025441582855,2021-08,0.17252326
39547025441582855,2021-08,0.17252326
39547025441582855,2021-08,0.18358313
39547025441582855,2021-09,0.3954717
39547025441582855,2021-09,0.4101496
39547025441582855,2021-09,0.3954717
39547025441582855,2021-10,0.19562398
39547025441582855,2021-10,0.21042454
39547025441582855,2021-11,0.22761829
49632905576538927,2021-07,0.08123142
49632905576538927,2021-08,0.25846136
49632905576538927,2021-11,0.24174426
51762959302415533,2021-09,0.5502949
51762959302415533,2021-10,0.50044715
66220087398241662,2021-08,0.044857904
66220087398241662,2021-09,0.11607785
66220087398241662,2021-09,0.12536986
66220087398241662,2021-09,0.120500475
66220087398241662,2021-10,0.13179736
66220087398241662,2021-10,0.115168184
66220087398241662,2021-10,0.11607785
66220087398241662,2021-11,0.11607785
66220087398241662,2021-11,0.09781153
66220087398241662,2021-11,0.120978326
69766362497027920,2021-07,0.41468564
69766362497027920,2021-08,0.35407192
69766362497027920,2021-08,0.3391687
69766362497027920,2021-09,0.34759516
69766362497027920,2021-09,0.34759516
69766362497027920,2021-09,0.34759516
69766362497027920,2021-10,0.35219157
86110062990790869,2021-07,0.06510393
86110062990790869,2021-07,0.08049813
86110062990790869,2021-08,0.093146704
86110062990790869,2021-08,0.093146704
86110062990790869,2021-09,0.5847344
86110062990790869,2021-09,0.0971876
86110062990790869,2021-09,0.0971876
86110062990790869,2021-09,0.09462371
86110062990790869,2021-10,0.09265378
86110062990790869,2021-10,0.09265378
89342157110910412,2021-10,0.06696852
89342157110910412,2021-10,0.34436736
93982185886107798,2021-07,0.08130713
93982185886107798,2021-07,0.19519988
93982185886107798,2021-07,0.19519988
93982185886107798,2021-07,0.13203458
93982185886107798,2021-08,0.120897286
93982185886107798,2021-08,0.120897286
93982185886107798,2021-09,0.14369066
93982185886107798,2021-09,0.15898016
93982185886107798,2021-10,0.18465346
93982185886107798,2021-10,0.14636119
93982185886107798,2021-11,0.81374764
93982185886107798,2021-11,0.18490912
107343823625119033,2021-07,0.029594768
107343823625119033,2021-08,0.14370063
107343823625119033,2021-08,0.20624618
107343823625119033,2021-08,0.13486302
107343823625119033,2021-08,0.36325172
107343823625119033,2021-08,0.10717301
107343823625119033,2021-09,0.53528494
107343823625119033,2021-09,0.1165539
107343823625119033,2021-09,0.10797463
107343823625119033,2021-09,0.106637575
107343823625119033,2021-09,0.106637575
107343823625119033,2021-10,0.1397347
107343823625119033,2021-11,0.15427129
107343823625119033,2021-11,0.15427129
107343823625119033,2021-11,0.15427129
113538242419211987,2021-07,0.068562336
113538242419211987,2021-11,0.41089153
121658372387044248,2021-07,0.038300183
121658372387044248,2021-07,0.325012
121658372387044248,2021-07,0.3081964
121658372387044248,2021-08,0.29270124
121658372387044248,2021-08,0.24849157
121658372387044248,2021-08,0.24436378
121658372387044248,2021-10,0.2870113
121658372387044248,2021-10,0.2870113
121658372387044248,2021-10,0.6863831
121658372387044248,2021-11,0.50164115
165658847908185334,2021-07,0.06547205
165658847908185334,2021-10,0.3093968
170089315547146305,2021-07,0.08132113
170089315547146305,2021-07,0.16535278
170089315547146305,2021-07,0.17172104
170089315547146305,2021-07,0.17172104
170089315547146305,2021-08,0.077343866
170089315547146305,2021-08,0.077343866
170089315547146305,2021-08,0.080650136
170089315547146305,2021-08,0.5698327
170089315547146305,2021-08,0.09065461
170089315547146305,2021-08,0.29916078
170089315547146305,2021-08,0.09065461
170089315547146305,2021-08,0.09065461
170089315547146305,2021-08,0.077343866
170089315547146305,2021-08,0.077343866
170089315547146305,2021-08,0.077343866
170089315547146305,2021-08,0.077343866
170089315547146305,2021-09,0.08732022
170089315547146305,2021-09,0.10730656
170089315547146305,2021-09,0.08376543
170089315547146305,2021-09,0.08376543
170089315547146305,2021-09,0.08376543
170089315547146305,2021-09,0.08376543
170089315547146305,2021-10,0.09050832
170089315547146305,2021-10,0.11530526
170089315547146305,2021-10,0.11530526
170089315547146305,2021-10,0.11530526
170089315547146305,2021-10,0.11530526
170089315547146305,2021-10,0.09050832
170089315547146305,2021-10,0.09018662
170089315547146305,2021-11,0.09398595
170089315547146305,2021-11,0.09398595
170089315547146305,2021-11,0.09398595
170089315547146305,2021-11,0.122238055
175003104385133396,2021-07,0.036189474
175003104385133396,2021-07,0.95409054
175003104385133396,2021-08,0.26035878
175003104385133396,2021-09,0.24295469
175003104385133396,2021-09,0.24295469
175003104385133396,2021-10,0.2670774
175003104385133396,2021-10,0.2796021
175003104385133396,2021-10,0.95387524
175003104385133396,2021-11,0.2446323
180672270337706285,2021-07,0.9134919
180672270337706285,2021-07,0.74393535
180672270337706285,2021-07,0.74393535
180672270337706285,2021-07,0.7398546
180672270337706285,2021-07,0.7371591
180672270337706285,2021-07,0.7371591
180672270337706285,2021-07,0.7754787
180672270337706285,2021-08,0.7506638
180672270337706285,2021-08,0.7421418
180672270337706285,2021-08,0.68533576
180672270337706285,2021-08,0.73289347
180672270337706285,2021-09,0.7288809
180672270337706285,2021-09,0.66840845
180672270337706285,2021-10,0.76039404
180672270337706285,2021-10,0.51470375
180672270337706285,2021-10,0.72859526
180672270337706285,2021-10,0.37728643
187117706370645370,2021-07,0.29464057
187117706370645370,2021-07,0.24298088
187117706370645370,2021-07,0.22548024
187117706370645370,2021-07,0.16889982
187117706370645370,2021-07,0.1286291
187117706370645370,2021-08,0.21618463
187117706370645370,2021-08,0.3897179
187117706370645370,2021-08,0.17688455
187117706370645370,2021-08,0.17688455
187117706370645370,2021-09,0.14607687
187117706370645370,2021-09,0.14123541
187117706370645370,2021-09,0.15183781
187117706370645370,2021-09,0.16396284
187117706370645370,2021-09,0.18362035
187117706370645370,2021-09,0.18362035
187117706370645370,2021-09,0.18362035
187117706370645370,2021-09,0.17548548
187117706370645370,2021-10,0.16986322
187117706370645370,2021-10,0.22396569
187117706370645370,2021-10,0.1869229
187117706370645370,2021-10,0.16387798
187117706370645370,2021-10,0.14101394
187117706370645370,2021-10,0.14148872
187117706370645370,2021-11,0.1500525
187117706370645370,2021-11,0.15055239
187117706370645370,2021-11,0.13266118
187117706370645370,2021-11,0.33528164
191536915328669008,2021-07,0.8742107
191536915328669008,2021-07,0.7507912
191536915328669008,2021-10,0.8250123
209314261782935157,2021-10,0.9636475
209477776078372134,2021-07,0.01573909
209477776078372134,2021-07,0.11827932
209477776078372134,2021-07,0.12821883
209477776078372134,2021-07,0.12821883
226405871752897670,2021-07,0.02764108
226405871752897670,2021-08,0.22822315
226405871752897670,2021-08,0.21533276
226405871752897670,2021-08,0.22139195
226405871752897670,2021-08,0.22139195
226405871752897670,2021-08,0.24465223
226405871752897670,2021-08,0.22822315
226405871752897670,2021-09,0.25939867
